99 4
61 0.5031625 0.3409524 0.8785413 0.352434
53 0.39563972 0.25377476 0.974708 0.42091313
90 0.5004436 0.23733845 0.9939733 0.11931648
3 0.57244277 0.5668183 0.76409274 0.2457623
98 0.7627342 0.3301848 0.77823627 0.09883141
35 0.6782312 0.4199162 0.7629087 0.22105232
1 0.7737223 0.20018727 0.7079736 0.4150817
38 0.53050834 0.37638462 0.8487536 0.3538479
56 0.78290737 0.19299512 0.76558703 0.23549333
16 0.7037949 0.18802711 0.865102 0.13065259
29 0.5807591 0.52101946 0.812583 0.15937747
93 0.69676834 0.38916674 0.6934483 0.3972628
5 0.7863912 0.6335281 0.53229946 0.37194544
33 0.54881924 0.27875695 0.9435986 0.13298078
66 0.73119754 0.17549421 0.7682382 0.36876336
99 0.6936416 0.43150043 0.7822577 0.11769708
75 0.63201094 0.35699186 0.77550024 0.34110826
79 0.43917322 0.32748225 0.9241433 0.38580018
8 0.672094 0.13988332 0.83734274 0.3298063
39 0.77444595 0.31689224 0.78104234 0.056505974
15 0.5956098 0.38421163 0.7734163 0.40514627
17 0.47276056 0.44242606 0.9271798 0.13561955
87 0.56668913 0.42647633 0.81184596 0.3105267
74 0.55393016 0.2976016 0.87562805 0.28751647
94 0.3945614 0.18679251 1.0042737 0.41242564
44 0.44921657 0.40222993 0.8818082 0.3866544
37 0.759335 0.20161566 0.7202913 0.41159904
42 0.5712156 0.28847772 0.9370368 0.08609378
23 0.50118136 0.4076174 0.8317741 0.37917832
59 0.66972053 0.45472026 0.79083645 0.09891154
58 0.72279245 0.24270292 0.87305313 0.00532651
24 0.7237384 0.42160344 0.68032163 0.3347991
19 0.4849652 0.3704999 0.9546552 0.12424545
62 0.69691026 0.24251674 0.7833926 0.31068876
11 0.559546 0.43841076 0.78905314 0.39221856
54 0.8494648 0.2198414 0.6676431 0.32105297
12 0.561229 0.48007035 0.83505195 0.17534569
26 0.5342435 0.41474175 0.9030062 0.114231
299 0.5674931 0.43601805 0.79121375 0.3430179
89 0.77857155 0.4362211 0.64340067 0.32848212
80 0.544602 0.4653412 0.8676383 0.1300471
72 0.5810019 0.46203238 0.8604466 0.06054166
21 0.7228956 0.42044538 0.7564734 0.09663182
92 0.67706734 0.45841122 0.77495086 0.12884122
45 0.46747118 0.35560083 0.9679946 0.1528
28 0.36315486 0.5134916 0.97383773 0.16543649
43 0.647892 0.24183021 0.88213986 0.12522867
27 0.5695749 0.32227063 0.8882407 0.17537887
31 0.6761636 0.26150715 0.7837893 0.32610396
91 0.77618617 0.42880663 0.63379186 0.36200836
64 0.6569319 0.4530088 0.740306 0.29370365
77 0.7532603 0.4889858 0.627594 0.34835938
50 0.46645832 0.5329936 0.81854075 0.38320214
34 0.7347453 0.3639053 0.7887774 0.049037613
36 0.77834916 0.54294986 0.65005726 0.17687836
18 0.65697294 0.30301222 0.85927844 0.07809967
32 0.6465544 0.08846893 0.86668617 0.38429388
69 0.39622232 0.4364943 1.0098674 0.09508564
65 0.58880126 0.46503797 0.7788984 0.2967548
22 0.6118526 0.38667908 0.80783343 0.2732315
57 0.5813947 0.43697432 0.7812477 0.35535848
4 0.655329 0.45133784 0.8077317 0.100690395
88 0.5498234 0.36763796 0.8370424 0.34132648
68 0.6819779 0.20962614 0.8430241 0.21747378
84 0.71179897 0.31346238 0.7593206 0.28291744
81 0.5219069 0.21034898 0.9812182 0.17617984
49 0.36204323 0.45864913 0.92634904 0.40543306
70 0.43358862 0.49487817 0.87564206 0.34215027
83 0.66599524 0.29589015 0.735698 0.4662291
10 0.84986395 0.48199832 0.6093753 0.2124003
63 0.69996864 0.2152295 0.78348744 0.33620122
20 0.78132355 0.22191249 0.7774471 0.18160534
85 0.75816137 0.26945344 0.67413604 0.4779428
46 0.6424317 0.16349049 0.87222904 0.31031087
96 0.58885443 0.3340059 0.8934818 0.09503405
48 0.45906588 0.46459883 0.89789045 0.23368743
97 0.6644663 0.10974412 0.7972063 0.50985324
82 0.67618036 0.18094553 0.8403714 0.24546066
51 0.6846599 0.18179215 0.8622781 0.17607947
95 0.8784213 0.19808216 0.618573 0.4437721
76 0.51812315 0.18474329 0.88324106 0.51146805
67 0.3725763 0.34210265 0.9655147 0.38391438
73 0.6915577 0.29595438 0.8349475 0.12643339
47 0.5569253 0.24589805 0.86638635 0.38714534
55 0.7939655 0.23368861 0.66308665 0.49348623
40 0.5864071 0.33605716 0.84673613 0.25317386
86 0.71912396 0.39984182 0.74395776 0.20744914
13 0.5815096 0.24640295 0.8963628 0.23903221
25 0.6101044 0.25976703 0.8607042 0.24096212
41 0.5531798 0.4984739 0.84886885 0.13718915
9 0.59304917 0.35093817 0.8070559 0.33599284
52 0.7083782 0.2554749 0.7349167 0.4433879
7 0.58874345 0.22624208 0.9329639 0.14466214
78 0.6228036 0.61093 0.73028857 0.18811083
71 0.5188221 0.5294694 0.78942305 0.3487306
14 0.5200067 0.5071608 0.7984267 0.34279773
60 0.46673805 0.23324096 0.93592507 0.3888691
6 0.7457468 0.18644042 0.7677782 0.33733994
2 0.50910515 0.17928994 0.9640348 0.27169248
